 1
 1
 587 233 220
 200
 1	108	0	76	0	30	1	10
2	110	0	43	1	25	1	6
3	92	1	81	1	55	1	5
4	81	0	33	1	28	1	5
5	120	1	99	1	73	1	6
6	111	0	70	1	48	1	4
7	98	0	72	1	46	1	7
8	95	0	66	0	31	1	6
9	85	0	84	0	30	1	5
10	71	0	32	1	25	1	5
11	36	1	34	1	25	1	4
12	97	1	67	1	62	1	8
13	33	1	25	1	23	1	2
14	95	0	27	1	26	1	5
15	94	0	81	1	44	1	8
16	41	1	39	1	38	1	4
17	104	1	74	1	65	1	4
18	52	1	41	1	36	1	4
19	104	0	78	0	34	1	6
20	83	1	77	1	46	1	6
21	49	0	25	1	21	1	10
22	60	1	51	1	41	1	7
23	103	1	76	1	64	1	6
24	95	1	70	1	62	1	6
25	111	0	49	1	26	1	1
26	85	1	84	1	72	1	9
27	48	1	36	1	31	1	7
28	86	0	76	0	38	1	7
29	71	1	48	1	47	1	7
30	90	0	43	1	33	1	7
31	98	0	52	1	44	1	7
32	73	0	37	1	23	1	6
33	61	1	48	1	39	1	8
34	75	1	75	1	63	1	6
35	74	1	42	1	40	1	6
36	98	0	88	0	26	1	3
37	97	0	69	1	41	1	11
38	89	1	77	1	46	1	6
39	73	1	64	1	55	1	5
40	84	1	69	1	66	1	4
41	97	0	81	0	27	1	4
42	102	0	78	0	39	1	4
43	113	0	46	1	36	1	10
44	66	1	50	1	42	1	7
45	101	0	30	1	26	1	6
46	100	0	56	1	35	1	6
47	91	0	50	1	40	1	4
48	106	1	61	1	56	1	4
49	103	1	63	1	58	1	9
50	75	1	57	1	41	1	7
51	71	1	68	1	64	1	5
52	85	0	67	1	39	1	7
53	97	1	63	1	56	1	7
54	61	0	48	1	30	1	5
55	80	0	54	1	35	1	5
56	73	1	66	1	62	1	12
57	90	1	74	1	69	1	8
58	118	0	61	1	40	1	4
59	94	0	43	1	31	1	4
60	90	0	49	1	30	1	8
61	113	0	92	0	33	1	7
62	52	1	37	1	28	1	6
63	57	1	33	1	29	1	8
64	99	0	37	1	30	1	5
65	92	0	64	1	33	1	11
66	119	0	59	1	39	1	4
67	54	1	52	1	49	1	16
68	75	0	45	1	35	1	4
69	79	1	68	1	44	1	6
70	116	0	49	1	47	1	5
71	83	0	44	1	23	1	7
72	98	1	96	1	56	1	9
73	78	1	72	1	57	1	4
74	98	0	88	1	47	1	9
75	41	1	33	1	31	1	13
76	59	1	35	1	34	1	6
77	83	0	78	0	37	1	4
78	68	0	34	1	33	1	8
79	103	0	69	1	49	1	8
80	97	0	53	1	32	1	13
81	88	0	54	1	39	1	6
82	94	0	54	1	36	1	4
83	87	0	77	1	43	1	5
84	100	1	80	1	72	1	7
85	83	0	40	1	36	1	7
86	91	0	54	0	22	1	10
87	109	0	58	1	54	1	10
88	94	0	55	1	30	1	10
89	34	1	32	1	31	1	12
90	83	1	80	1	57	1	5
91	108	0	40	1	26	1	8
92	72	0	37	1	32	1	3
93	93	0	93	0	28	1	4
94	71	0	56	1	33	1	5
95	104	0	78	0	26	1	5
96	94	0	85	1	44	1	3
97	82	1	75	1	65	1	11
98	109	0	81	0	28	1	3
99	79	1	73	1	45	1	5
100	104	1	91	1	76	1	3
101	86	1	84	1	45	1	6
102	81	0	45	1	34	1	14
103	70	1	54	1	37	1	13
104	71	1	61	1	52	1	7
105	78	1	73	1	40	1	8
106	69	1	63	1	46	1	7
107	72	1	67	1	56	1	8
108	75	0	75	0	36	1	9
109	94	1	88	1	50	1	5
110	65	1	51	1	50	1	10
111	81	1	56	1	46	1	8
112	68	0	44	1	27	1	7
113	108	0	52	1	45	1	9
114	114	0	80	1	44	1	7
115	84	0	39	1	22	1	6
116	62	0	58	1	30	1	6
117	86	0	68	0	33	1	8
118	59	0	52	0	22	1	3
119	42	0	33	1	21	1	10
120	110	0	74	1	38	1	5
121	118	0	79	1	51	1	6
122	86	0	32	1	31	1	6
123	64	1	58	1	52	1	5
124	42	1	42	1	32	1	4
125	64	1	55	1	43	1	6
126	84	0	70	0	35	1	7
127	76	0	57	1	36	1	6
128	95	1	60	1	55	1	6
129	80	1	66	1	52	1	8
130	109	0	73	0	23	1	6
131	72	1	65	1	54	1	3
132	98	0	55	1	44	1	4
133	88	0	61	1	31	1	5
134	94	1	82	1	66	1	5
135	78	1	77	1	64	1	6
136	77	0	32	1	30	1	6
137	91	1	61	1	61	1	5
138	101	1	100	1	77	1	4
139	103	1	63	1	59	1	5
140	117	0	61	1	57	1	6
141	75	1	58	1	57	1	3
142	57	1	37	1	30	1	5
143	79	0	74	0	35	1	4
144	104	1	99	1	74	1	6
145	55	1	46	1	31	1	9
146	99	0	98	0	33	1	6
147	90	1	85	1	59	1	7
148	115	0	74	1	44	1	4
149	107	0	67	0	21	1	6
150	81	1	76	1	55	1	9
151	118	0	84	0	27	1	9
152	67	1	60	1	38	1	6
153	78	1	48	1	46	1	8
154	67	1	53	1	49	1	3
155	74	1	43	1	38	1	4
156	89	1	81	1	62	1	5
157	95	0	54	1	28	1	5
158	72	1	72	1	51	1	8
159	93	0	72	0	35	1	6
160	40	1	33	1	23	1	6
161	90	1	70	1	63	1	3
162	84	0	78	0	28	1	1
163	94	0	85	0	39	1	6
164	80	1	76	1	54	1	7
165	69	1	50	1	45	1	6
166	70	1	57	1	37	1	8
167	94	1	61	1	54	1	4
168	92	0	44	1	29	1	7
169	72	1	53	1	37	1	4
170	89	0	43	1	27	1	4
171	91	0	44	1	28	1	7
172	78	1	76	1	68	1	11
173	84	0	61	1	33	1	7
174	107	0	40	1	39	1	5
175	114	1	75	1	69	1	7
176	57	1	55	1	48	1	11
177	99	0	57	1	47	1	4
178	92	0	66	1	44	1	7
179	73	1	48	1	42	1	10
180	99	0	46	1	39	1	10
181	68	0	66	0	31	1	6
182	120	0	34	1	26	1	4
183	95	1	76	1	60	1	5
184	61	1	47	1	34	1	8
185	53	1	45	1	36	1	9
186	80	1	52	1	42	1	5
187	109	0	63	0	28	1	7
188	74	0	64	1	35	1	6
189	53	1	40	1	36	1	3
190	102	1	96	1	59	1	8
191	64	1	60	1	47	1	10
192	99	0	90	0	32	1	8
193	76	1	50	1	43	1	5
194	90	0	75	0	25	1	6
195	94	0	65	1	37	1	4
196	117	0	34	1	28	1	5
197	39	1	28	1	24	1	5
198	92	0	60	1	42	1	9
199	102	0	78	1	49	1	13
200	82	1	69	1	46	1	9
