1
1
825   1020  1295
131
1	330	1	430	1	360	1	1
2	360	1	480	1	240	1	1
3	305	1	406	1	311	1	1
4	250	1	325	1	314	1	1
5	255	1	345	1	322	1	1
6	310	1	410	1	315	1	1
7	255	1	375	1	220	1	1
8	250	1	330	1	310	1	1
9	254	1	330	1	318	1	1
10	241	1	350	1	349	1	1
11	248	1	324	1	311	1	1
12	270	1	355	1	315	1	1
13	220	1	340	1	332	1	1
14	260	1	346	1	324	1	1
15	280	1	307	1	320	1	1
16	330	1	450	1	255	1	1
17	245	1	465	1	260	1	1
18	280	1	405	1	155	1	1
19	256	1	343	1	290	1	1
20	273	1	360	1	332	1	1
21	250	1	330	1	300	1	1
22	311	1	406	1	318	1	1
23	260	1	348	1	290	1	1
24	260	1	343	1	292	1	1
25	235	1	425	1	210	1	1
26	290	1	375	1	300	1	1
27	275	1	363	1	300	1	1
28	200	1	320	1	279	1	1
29	267	1	356	1	292	1	1
30	263	1	345	1	290	1	1
31	260	1	343	1	300	1	1
32	250	1	350	1	250	1	1
33	312	1	370	1	214	1	1
34	311	1	403	1	203	1	1
35	280	1	360	1	310	1	1
36	248	1	324	1	305	1	1
37	260	1	350	1	310	1	1
38	320	1	425	1	280	1	1
39	240	1	320	1	320	1	1
40	230	1	310	1	302	1	1
41	330	1	450	1	250	1	1
42	283	1	375	1	327	1	1
43	267	1	343	1	292	1	1
44	230	1	345	1	210	1	1
45	270	1	350	1	330	1	1
46	295	1	380	1	282	1	1
47	273	1	354	1	298	1	1
48	300	1	390	1	320	1	1
49	279	1	356	1	343	1	1
50	230	1	340	1	350	1	1
51	255	1	350	1	290	1	1
52	381	1	464	1	127	1	1
53	290	1	410	1	220	1	1
54	267	1	356	1	279	1	1
55	312	1	420	1	268	1	1
56	210	1	308	1	350	1	1
57	250	1	310	1	300	1	1
58	220	1	280	1	200	1	1
59	300	1	480	1	180	1	1
60	290	1	420	1	315	1	1
61	280	1	365	1	330	1	1
62	270	1	350	1	320	1	1
63	250	1	330	1	305	1	1
64	286	1	387	1	318	1	1
65	250	1	310	1	300	1	1
66	250	1	340	1	300	1	1
67	260	1	340	1	330	1	1
68	240	1	325	1	300	1	1
69	305	1	406	1	317	1	1
70	226	1	330	1	335	1	1
71	254	1	381	1	311	1	1
72	270	1	370	1	330	1	1
73	264	1	432	1	203	1	1
74	270	1	380	1	210	1	1
75	260	1	340	1	290	1	1
76	250	1	380	1	330	1	1
77	245	1	324	1	318	1	1
78	280	1	370	1	290	1	1
79	220	1	310	1	350	1	1
80	230	1	345	1	360	1	1
81	305	1	395	1	260	1	1
82	265	1	352	1	320	1	1
83	310	1	450	1	220	1	1
84	245	1	320	1	315	1	1
85	270	1	320	1	330	1	1
86	220	1	320	1	350	1	1
87	255	1	370	1	320	1	1
88	330	1	480	1	240	1	1
89	245	1	320	1	310	1	1
90	280	1	360	1	330	1	1
91	290	1	380	1	310	1	1
92	230	1	330	1	330	1	1
93	245	1	325	1	330	1	1
94	295	1	390	1	320	1	1
95	260	1	350	1	310	1	1
96	255	1	340	1	290	1	1
97	270	1	350	1	305	1	1
98	260	1	340	1	310	1	1
99	235	1	340	1	330	1	1
100	305	1	310	1	275	1	1
101	210	1	400	1	170	1	1
102	240	1	320	1	310	1	1
103	250	1	350	1	335	1	1
104	245	1	380	1	330	1	1
105	200	1	300	1	360	1	1
106	350	1	460	1	300	1	1
107	230	1	340	1	380	1	1
108	280	1	380	1	300	1	1
109	240	1	340	1	330	1	1
110	280	1	380	1	310	1	1
111	280	1	410	1	337	1	1
112	300	1	400	1	330	1	1
113	270	1	400	1	170	1	1
114	250	1	330	1	300	1	1
115	250	1	340	1	300	1	1
116	280	1	410	1	220	1	1
117	320	1	390	1	230	1	1
118	210	1	320	1	320	1	1
119	250	1	340	1	305	1	1
120	240	1	320	1	320	1	1
121	230	1	330	1	350	1	1
122	340	1	340	1	290	1	1
123	220	1	310	1	340	1	1
124	230	1	300	1	190	1	1
125	290	1	390	1	330	1	1
126	290	1	370	1	320	1	1
127	220	1	340	1	340	1	1
128	280	1	380	1	300	1	1
129	250	1	330	1	300	1	1
130	250	1	340	1	300	1	1
131	270	1	395	1	200	1	1
