1
1
1200 800 1000
25
1	200	0	150	0	150	1	5
2	210	0	190	0	190	1	48
3	210	0	150	0	170	1	5
4	220	0	210	0	210	1	20
5	220	0	170	0	250	1	2
6	230	0	160	0	210	1	6
7	250	0	190	0	260	1	87
8	250	0	220	0	240	1	15
9	250	0	210	0	210	1	20
10	250	0	140	0	250	1	5
11	270	0	200	0	240	1	55
12	270	0	180	0	170	1	32
13	270	0	220	0	250	1	18
14	280	0	180	0	150	1	5
15	290	0	220	0	250	1	5
16	290	0	220	0	210	1	22
17	290	0	220	0	240	1	50
18	290	0	220	0	190	1	22
19	290	0	220	0	170	1	5
20	290	0	220	0	180	1	5
21	290	0	220	0	140	1	46
22	290	0	210	0	90	1	48
23	290	0	260	0	210	1	30
24	370	0	180	0	270	1	57
25	380	0	190	0	300	1	3
