1
1 
1200 800 1000
30
 1	220	0	170	0	210	1	30
2	250	0	190	0	210	1	10
3	270	0	200	0	340	1	20
4	270	0	180	0	170	1	20
5	270	0	200	0	240	1	52
6	270	0	200	0	260	1	2
7	270	0	180	0	260	1	17
8	270	0	200	0	210	1	52
9	280	0	210	0	90	1	20
10	280	0	210	0	210	1	10
11	280	0	180	0	190	1	10
12	280	0	210	0	150	1	7
13	290	0	220	0	260	1	10
14	290	0	220	0	270	1	10
15	290	0	180	0	240	1	10
16	290	0	220	0	250	1	55
17	290	0	210	0	280	1	28
18	290	0	220	0	190	1	30
19	290	0	190	0	180	1	2
20	290	0	210	0	90	1	10
21	320	0	140	0	250	1	5
22	320	0	250	0	240	1	44
23	330	0	240	0	290	1	10
24	330	0	210	0	300	1	16
25	330	0	210	0	280	1	44
26	350	0	260	0	270	1	10
27	370	0	180	0	270	1	45
28	380	0	190	0	300	1	5
29	390	0	280	0	240	1	5
30	390	0	280	0	80	1	5
 
